,Description,total_sales,total_revenue
1501,EMBROIDERED RIBBON REEL RACHEL ,357,954.9300000000001
1502,EMBROIDERED RIBBON REEL REBECCA ,312,860.88
1503,EMBROIDERED RIBBON REEL ROSIE,484,921.46
1504,EMBROIDERED RIBBON REEL RUBY ,165,585.63
1505,EMBROIDERED RIBBON REEL SALLY ,458,909.14
1506,EMBROIDERED RIBBON REEL SOPHIE  ,291,1025.01
1507,EMBROIDERED RIBBON REEL SUSIE ,556,1072.96
1508,EMERGENCY FIRST AID TIN ,2502,3099.4
1509,EMPIRE BIRTHDAY CARD,4812,1939.47
1510,EMPIRE DESIGN ROSETTE,4518,3948.9199999999996
1511,EMPIRE GIFT WRAP,8225,3340.5
1512,EMPIRE TEDDY,1,6.95
1513,EMPIRE TISSUE BOX,3039,2152.81
1514,EMPIRE UNION JACK TV DINNER TRAY,1221,4079.4700000000003
1515,ENAMEL BLUE RIM BISCUIT BIN,271,1281.25
1516,ENAMEL BLUE RIM COFFEE CONTAINER,307,446.03000000000003
1517,ENAMEL BLUE RIM OVAL TRAY SET/2,48,407.52
1518,ENAMEL BLUE RIM TEA CONTAINER,81,162.48000000000002
1519,ENAMEL BOWL PANTRY,24,30.0
1520,ENAMEL BREAD BIN CREAM,1300,15621.65
1521,ENAMEL CAT BOWL CREAM,52,157.8
1522,ENAMEL COLANDER CREAM,692,3352.01
1523,ENAMEL COLLANDER CREAM,115,527.25
1524,ENAMEL DINNER PLATE PANTRY,12,19.799999999999997
1525,ENAMEL DOG BOWL CREAM,76,300.48
1526,ENAMEL FIRE BUCKET CREAM,421,2910.9300000000003
1527,ENAMEL FLOWER JUG CREAM,3039,17471.23
1528,ENAMEL JUG PANTRY,8,30.0
1529,ENAMEL MEASURING JUG CREAM,2149,8867.29
1530,ENAMEL MUG PANTRY,12,15.0
1531,ENAMEL PINK COFFEE CONTAINER,1117,1282.36
1532,ENAMEL PINK SUGAR CONTAINER,391,581.58
1533,ENAMEL PINK TEA CONTAINER,1037,1297.81
1534,ENAMEL WASH BOWL CREAM,1182,4073.3
1535,ENAMEL WATERING CAN CREAM,1288,5916.4400000000005
1536,ENCHANTED BIRD COATHANGER 5 HOOK,2201,9326.33
1537,ENCHANTED BIRD PLANT CAGE,432,1464.0
1538,ENCHANTED GARDEN WROUGHT IRON TABLE,5,74.75
1539,ENGLISH ROSE DESIGN PEG BAG,2262,4478.780000000001
1540,ENGLISH ROSE DESIGN QUILTED THROW,306,4391.1
1541,ENGLISH ROSE DESIGN SHOPPING BAG,1,2.55
1542,ENGLISH ROSE EDWARDIAN PARASOL,505,1515.0
1543,ENGLISH ROSE GARDEN SECATEURS,2580,2769.64
1544,ENGLISH ROSE HOT WATER BOTTLE,2018,8191.91
1545,ENGLISH ROSE IRONING BOARD COVER,104,390.0
1546,ENGLISH ROSE METAL WASTE BIN,136,401.20000000000005
1547,ENGLISH ROSE MUG IN GIFT BOX,143,232.89
1548,ENGLISH ROSE NOTEBOOK A6 SIZE,575,300.15000000000003
1549,ENGLISH ROSE NOTEBOOK A7 SIZE,4478,1881.58
1550,ENGLISH ROSE PHOTO FRAME ,14,65.10000000000001
1551,ENGLISH ROSE PLACEMATS,107,382.05
1552,ENGLISH ROSE SCENTED HANGING FLOWER,440,442.0
1553,ENGLISH ROSE SCENTED HANGING HEART,49,208.25
1554,ENGLISH ROSE SCISSORS,4372,871.4
1555,ENGLISH ROSE SET/3 GARDEN TOOLS,3,23.85
1556,ENGLISH ROSE SMALL SCENTED FLOWER,280,238.0
1557,ENGLISH ROSE SPIRIT LEVEL ,989,940.83
1558,ENGLISH ROSE TABLE CLOCK,136,307.2
1559,ENGLISH ROSE TABLE CLOTH,207,2096.55
1560,ENGLISH ROSE TAPE MEASURE,256,315.44
1561,ENGLISH ROSE TEA FOR ONE GIFT BOX,1,6.75
1562,ENGLISH ROSE TEA SET IN GIFT BOX,49,207.69
1563,ENGLISH ROSE TORCH,526,193.1
1564,ENVELOPE 50 BLOSSOM IMAGES,1859,1080.99
1565,ENVELOPE 50 CURIOUS IMAGES,931,590.11
1566,ENVELOPE 50 ROMANTIC IMAGES,924,599.64
1567,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,11335,1017.18
1568,ETCHED GLASS BIRD TREE DECORATION,806,1007.5
1569,ETCHED GLASS COASTER,2130,1465.3799999999999
1570,ETCHED GLASS DROPLET DECORATION,1905,851.23
1571,ETCHED GLASS STAR TREE DECORATION,885,1106.25
1572,EUCALYPTUS & PINECONE  WREATH,742,2232.7000000000003
1573,F FAIRY POTPOURRI CUSHIONS LAVENDER,170,137.54000000000002
1574,F FAIRY POTPOURRI CUSHIONS SUMMER,1,1.69
1575,F.FAIRY S/3 CANDLE/GLASS,110,226.5
1576,"F.FAIRY S/3 CANDLE/GLASS, ROSE",232,476.4
1577,"F.FAIRY S/3 CANDLE/GLASS,LAVENDER",193,380.35
1578,"F.FAIRY S/3 CANDLE/GLASS,LILY/VALLY",177,349.15000000000003
1579,"F.FAIRY S/3 SML CANDLE, LAVENDER",1,5.95
1580,"F.FAIRY S/3 SML CANDLE, ROSE",1,5.95
1581,"F.FAIRY S/3 SML CANDLE,LILY/VALLEY",1,5.95
1582,"F.FAIRY,CANDLE IN GLASS,LAVENDER",3,12.75
1583,"F.FAIRY,CANDLE IN GLASS,LILY/VALLEY",1,4.25
1584,FAIRY CAKE BIRTHDAY CANDLE SET,1500,5337.0
1585,FAIRY CAKE CANDLES,3841,5230.61
1586,FAIRY CAKE CERAMIC BUTTER DISH,192,523.2
1587,FAIRY CAKE DESIGN UMBRELLA,1137,4138.17
1588,FAIRY CAKE FLANNEL ASSORTED COLOUR,12532,23322.62
1589,FAIRY CAKE GREETINGS CARD,809,335.46
1590,FAIRY CAKE NOTEBOOK A5 SIZE,721,612.8499999999999
1591,FAIRY CAKE PLACEMATS,100,355.8
1592,FAIRY CAKE PLACEMATS ,75,262.05
1593,FAIRY CAKE WICKER PICNIC BASKET ,33,420.75
1594,FAIRY CAKES  WALL THERMOMETER,28,71.39999999999999
1595,FAIRY CAKES GIFT BAG,117,49.14
1596,FAIRY CAKES NOTEBOOK A6 SIZE,2582,1570.97
1597,FAIRY CAKES NOTEBOOK A7 SIZE,2861,1149.68
1598,FAIRY CAKES PHOTO FRAME,83,103.75
1599,FAIRY CAKES RECTANGLUAR BOXES,38,226.1
1600,FAIRY CAKES ROUND NESTING BOXES,52,293.8
1601,FAIRY CAKES TABLE CLOCK,19,170.04999999999998
1602,FAIRY CAKES TILE COASTER,125,156.25
1603,FAIRY DESIGN MUGS,1,1.25
1604,FAIRY DREAMS INCENSE ,2391,485.86
1605,FAIRY SOAP SOAP HOLDER,1819,2932.99
1606,FAIRY TALE COTTAGE NIGHT LIGHT,912,1717.1999999999998
1607,FAIRY TALE COTTAGE NIGHTLIGHT,4208,7389.599999999999
1608,FAMILY ALBUM WHITE PICTURE FRAME,2094,16676.94
1609,FAMILY PHOTO FRAME CORNICE,1114,10310.189999999999
1610,FAN BLACK FRAME ,254,73.66
1611,"FANCY FONT BIRTHDAY CARD, ",10430,4186.92
1612,FANCY FONT HOME SWEET HOME DOORMAT,622,3822.5
1613,FANCY FONTS BIRTHDAY WRAP,17450,6957.0
1614,FANNY'S REST STOPMETAL SIGN,2312,4695.3
1615,FAUX FUR CHOCOLATE THROW,86,1454.7
1616,FAWN AND MUSHROOM GREETING CARD,1088,456.96
1617,FAWN BLUE HOT WATER BOTTLE,7526,21779.5
1618,"FEATHER DUSTER, COAL BLACK",170,212.5
1619,"FEATHER DUSTER, LIGHT PINK",10,12.5
1620,FEATHER HEART LIGHTS,1,2.95
1621,"FEATHER PEN,COAL BLACK",3843,2321.47
1622,"FEATHER PEN,HOT PINK",6048,3787.7599999999998
1623,"FEATHER PEN,LIGHT PINK",3238,2014.56
1624,FELT EGG COSY BLUE RABBIT ,1187,973.0699999999999
1625,FELT EGG COSY CHICKEN,1734,1477.02
1626,FELT EGG COSY LADYBIRD ,722,484.34
1627,FELT EGG COSY WHITE RABBIT ,1753,1412.57
1628,FELT FARM ANIMAL CHICKEN,846,1025.58
1629,FELT FARM ANIMAL HEN,478,358.46
1630,FELT FARM ANIMAL RABBIT,1113,1000.77
1631,FELT FARM ANIMAL SHEEP,322,243.14
1632,FELT FARM ANIMAL WHITE BUNNY ,1803,865.7099999999999
1633,FELT TOADSTOOL  SMALL,998,848.3
1634,FELT TOADSTOOL LARGE,1294,1581.02
1635,FELTCRAFT 6 FLOWER FRIENDS,12174,24248.29
1636,FELTCRAFT BOY JEAN-PAUL KIT,349,1711.23
1637,FELTCRAFT BUTTERFLY HEARTS,12605,17238.05
1638,FELTCRAFT CHRISTMAS FAIRY,3286,13462.18
1639,FELTCRAFT CUSHION BUTTERFLY,5357,18865.21
1640,FELTCRAFT CUSHION OWL,5312,19128.13
1641,FELTCRAFT CUSHION RABBIT,5420,19282.55
1642,FELTCRAFT DOLL EMILY,3675,10227.310000000001
1643,FELTCRAFT DOLL MARIA,1343,3684.9100000000003
1644,FELTCRAFT DOLL MOLLY,7203,19332.93
1645,FELTCRAFT DOLL ROSIE,4744,13244.460000000001
1646,FELTCRAFT GIRL AMELIE KIT,982,4799.38
1647,FELTCRAFT GIRL NICOLE KIT,645,3169.79
1648,FELTCRAFT HAIRBAND PINK AND BLUE,1975,1660.03
1649,FELTCRAFT HAIRBAND PINK AND PURPLE,2654,2170.1
1650,FELTCRAFT HAIRBAND RED AND BLUE,1791,1503.6299999999999
1651,"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",96,81.6
1652,"FELTCRAFT HAIRBAND, S/2, RED/BLUE",204,154.67999999999998
1653,FELTCRAFT HAIRBANDS PINK + WHITE ,72,61.199999999999996
1654,FELTCRAFT HAIRBANDS PINK AND WHITE ,1825,1549.6899999999998
1655,FELTCRAFT PRINCESS CHARLOTTE DOLL,3407,12407.83
1656,FELTCRAFT PRINCESS LOLA DOLL,3039,11094.51
1657,FELTCRAFT PRINCESS OLIVIA DOLL,2195,7965.29
1658,FENG SHUI PILLAR CANDLE,6268,1190.92
1659,FILIGREE DIAMANTE CHAIN,4,51.0
1660,FILIGREE DIAMANTE EARRINGS,21,89.25
1661,FILIGREE HEART BIRD WHITE ,1397,1726.3
1662,FILIGREE HEART BUTTERFLY WHITE ,1592,1947.06
1663,FILIGREE HEART DAISY WHITE,1199,1478.59
1664,FILIGREE WALL MIRROR  ANTIQUE WHITE,92,848.8
1665,FILIGRIS HEART WITH BUTTERFLY,10622,12849.14
1666,FINE SILVER NECKLACE W PASTEL FLOWE,35,228.75
1667,FINE WICKER HEART ,4612,5541.56
1668,FIRE POLISHED GLASS BRACELET BLACK,14,52.5
1669,FIRE POLISHED GLASS BRACELET GREEN,22,82.5
1670,FIRE POLISHED GLASS BRACELET MONTAN,13,48.75
1671,FIRE POLISHED GLASS BRACELET RED,7,26.25
1672,FIRE POLISHED GLASS NECKL BRONZE,11,65.45
1673,FIRE POLISHED GLASS NECKL GOLD,6,35.7
1674,FIRE POLISHED GLASS NECKL GREEN,17,101.15
1675,FIRE POLISHED GLASS NECKL SILVER,7,41.65
1676,FIRST AID TIN,3370,10675.6
1677,FIRST CLASS HOLIDAY PURSE ,697,394.27000000000004
1678,FIRST CLASS LUGGAGE TAG ,339,414.63
1679,FIRST CLASS PASSPORT COVER ,452,863.8800000000001
1680,FIVE CATS HANGING DECORATION,450,1324.0200000000002
1681,FIVE HEART HANGING DECORATION,1461,4281.150000000001
1682,FLAG OF ST GEORGE ,381,628.65
1683,FLAG OF ST GEORGE CAR FLAG,978,389.76
1684,FLAG OF ST GEORGE CHAIR,73,352.75
1685,FLAMES SUNGLASSES PINK LENSES,71,131.25
1686,FLAMINGO LIGHTS,527,2416.85
1687,FLAT GLASS  BAUBLE WHITE FLOCK ,36,51.0
1688,FLAT PALM T-LIGHT HOLDER,133,156.65
1689,FLOOR CUSHION ELEPHANT CARNIVAL,104,908.8
1690,FLOOR LAMP SHADE WOOD BASE,113,909.63
1691,FLORAL BATHROOM SET,2315,1043.01
1692,FLORAL BLUE MONSTER,82,332.0
1693,FLORAL DINOSAUR GREEN,26,110.5
1694,FLORAL ELEPHANT SOFT TOY,879,3434.25
1695,FLORAL FOLK STATIONERY SET,2051,3171.4
1696,FLORAL PINK MONSTER,112,408.48
1697,FLORAL SOFT CAR TOY,123,461.25
1698,FLOWER BLUE CLOCK W/SUCKER,80,68.0
1699,FLOWER BLUE CLOCK WITH SUCKER,116,33.64
1700,FLOWER BROOCH 4 ASSORTED COLOURS,5,24.75
1701,FLOWER BURST SILVER RING CRYSTAL,91,316.25
1702,FLOWER BURST SILVER RING GREEN,15,56.25
1703,FLOWER BURST SILVER RING MIDN'T BLU,25,93.75
1704,FLOWER BURST SILVER RING OPAL,36,135.0
1705,FLOWER BURST SILVER RING ROSE,18,67.5
1706,FLOWER DES BLUE HANDBAG/ORANG HANDL,3,11.25
1707,FLOWER FAIRY 5 DRAWER LINERS,59,150.45
1708,FLOWER FAIRY 5 SUMMER DRAW LINERS,6,15.299999999999999
1709,FLOWER FAIRY INCENSE BOUQUET,1253,584.87
1710,FLOWER FAIRY INCENSE LAVENDER,4541,892.91
1711,FLOWER FAIRY INCENSE LILY,709,333.61
1712,FLOWER FAIRY INCENSE ROSE,3124,661.23
1713,"FLOWER FAIRY MUG+COASTER,LAVENDER",11,41.25
1714,"FLOWER FAIRY MUG+COASTER,ROSE",6,22.5
1715,FLOWER FAIRY OIL BURNER SET ROSE,588,750.0
1716,FLOWER FAIRY OIL BURNER SET SUMMER,533,693.25
1717,FLOWER FAIRY POTPOURRI CUSHION LILY,292,201.24
1718,FLOWER FAIRY SET 3 CANDLES LAVENDER,302,660.9
1719,FLOWER FAIRY SET OF 3 LILY CANDLES,206,417.7
1720,FLOWER FAIRY SUMMER BOUQUET SACHET,355,149.1
1721,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",241,614.55
1722,FLOWER GARLAND NECKLACE RED,21,166.95000000000002
1723,"FLOWER GLASS GARLAND NECKL.36""BLACK",34,270.3
1724,"FLOWER GLASS GARLAND NECKL.36""BLUE",22,174.9
1725,"FLOWER GLASS GARLAND NECKL.36""GREEN",17,135.15
1726,"FLOWER GLASS GARLD NECKL36""AMETHYST",18,143.1
1727,"FLOWER GLASS GARLD NECKL36""TURQUOIS",13,103.35000000000001
1728,FLOWER PENCIL/RUBBER+5 MINI PENCILS,493,207.06
1729,FLOWER PURPLE CLOCK W/SUCKER,17,14.45
1730,FLOWER PURPLE CLOCK WITH SUCKER,15,4.35
1731,FLOWER SHOP DESIGN MUG,1,1.65
1732,FLOWER VINE RAFFIA FOOD COVER,1011,3687.1800000000003
1733,FLOWER WINDMILL,219,255.51000000000002
1734,FLOWERS  STICKERS,1102,787.36
1735,FLOWERS AND BIRDS WALL PLAQUE,2,15.9
1736,FLOWERS CHANDELIER T-LIGHT HOLDER,863,2770.91
1737,FLOWERS HANDBAG blue and orange,49,61.25
1738,FLOWERS TILE COASTER,1077,461.63
1739,FLOWERS TILE HOOK,489,203.34
1740,FLOWERS WALL THERMOMETER,75,130.04999999999998
1741,FLUTED ANTIQUE CANDLE HOLDER,2951,2421.25
1742,FLYING PIG WATERING CAN,444,1093.8000000000002
1743,FLYING SAUCER TABLE LIGHT IN WHITE,191,563.45
1744,FOLDING BUTTERFLY MIRROR HOT PINK ,1838,1427.16
1745,FOLDING BUTTERFLY MIRROR IVORY ,735,597.78
1746,FOLDING BUTTERFLY MIRROR RED  ,1252,961.28
1747,FOLDING CAMPING SCISSOR W/KNIF & S,32,3.84
1748,FOLDING MIRROR HOT PINK ,156,118.91999999999999
1749,FOLDING MIRROR IVORY ,18,14.939999999999998
1750,FOLDING MIRROR RED  ,18,14.939999999999998
1751,FOLDING SHIRT TIDY,1,4.65
1752,FOLDING SHOE TIDY,48,132.0
1753,FOLDING UMBRELLA  CHOC/WHITE  SPOT,524,2023.8
1754,FOLDING UMBRELLA  CREAM/MULTI  SPOT,372,1193.4
1755,FOLDING UMBRELLA  PINK/WHITE  SPOT,578,1493.1
1756,FOLDING UMBRELLA  WHITE/RED  SPOT,259,922.0500000000001
1757,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",768,3015.6
1758,"FOLDING UMBRELLA , RED/WHITE SPOT",900,2799.0
1759,FOLDING UMBRELLA BLACKBLUE POLKADOT,184,918.0200000000001
1760,FOLDING UMBRELLA CHOCOLATE POLKADOT,116,573.61
1761,FOLDING UMBRELLA CREAM POLKADOT,178,875.5000000000001
1762,FOLDING UMBRELLA PINKWHITE POLKADOT,116,570.8100000000001
1763,FOLDING UMBRELLA RED/WHITE POLKADOT,310,1535.53
1764,FOLDING UMBRELLA WHITE/RED POLKADOT,100,489.40000000000003
1765,"FOLK ART GREETING CARD,pack/12",70,206.5
1766,FOLK ART METAL HEART T-LIGHT HOLDER,701,264.04
1767,FOLK ART METAL STAR T-LIGHT HOLDER,786,310.08000000000004
1768,FOLK FELT HANGING MULTICOL GARLAND,980,1231.8
1769,FOLKART BAUBLE CHRISTMAS DECORATION,1339,671.51
1770,FOLKART CHRISTMAS TREE T-LIGHT HOLD,244,92.72000000000001
1771,FOLKART CLIP ON STARS,1005,487.53000000000003
1772,FOLKART CROWN TABLE DECORATIONS,450,376.74
1773,FOLKART HEART CHRISTMAS DECORATIONS,1,1.25
1774,FOLKART HEART NAPKIN RINGS,375,713.3700000000001
1775,FOLKART STAR CHRISTMAS DECORATIONS,3300,1636.1599999999999
1776,FOLKART ZINC CLIP ON ANGEL WINGS,101,38.38
1777,FOLKART ZINC HEART CHRISTMAS DEC,10651,8229.67
1778,FOLKART ZINC STAR CHRISTMAS DEC,1100,935.0
1779,FOOD CONTAINER SET 3 LOVE HEART ,4965,8846.17
1780,"FOOD COVER WITH BEADS , SET 2 SIZES",3,11.25
1781,FOOD COVER WITH BEADS SET 2 ,977,3545.17
1782,FOOD/DRINK SPONGE STICKERS,2118,444.78
1783,FOOD/DRINK SPUNGE STICKERS,759,158.19
1784,FOOT STOOL HOME SWEET HOME ,434,4069.9
1785,FORKED CACTUS CANDLE,309,704.33
1786,FOUR HOOK  WHITE LOVEBIRDS,3709,7412.31
1787,FOUR PICTURE WHITE GLASS FRAME,23,86.25
1788,FOUR RABBIT EASTER DECORATIONS,1065,275.25
1789,FRAPPUCINO SCARF KNITTING KIT,533,794.9300000000001
1790,FREESTYLE CANVAS ART PICTURE,133,212.24999999999997
1791,FRENCH BATHROOM SIGN BLUE METAL,2723,4382.669999999999
1792,FRENCH BLUE METAL DOOR SIGN 0,567,708.15
1793,FRENCH BLUE METAL DOOR SIGN 1,1119,1402.39
1794,FRENCH BLUE METAL DOOR SIGN 2,942,1177.51
1795,FRENCH BLUE METAL DOOR SIGN 3,799,1001.18
1796,FRENCH BLUE METAL DOOR SIGN 4,695,870.57
1797,FRENCH BLUE METAL DOOR SIGN 5,775,969.97
1798,FRENCH BLUE METAL DOOR SIGN 6,652,816.82
1799,FRENCH BLUE METAL DOOR SIGN 7,658,823.11
1800,FRENCH BLUE METAL DOOR SIGN 8,598,749.32
1801,FRENCH BLUE METAL DOOR SIGN 9,489,610.65
1802,FRENCH BLUE METAL DOOR SIGN No,909,1059.7
1803,"FRENCH BLUE METAL DOOR SIGN, 0",460,575.0
1804,"FRENCH BLUE METAL DOOR SIGN, 1",560,700.0
1805,"FRENCH BLUE METAL DOOR SIGN, 2",493,616.25
1806,"FRENCH BLUE METAL DOOR SIGN, 3",486,607.5
1807,"FRENCH BLUE METAL DOOR SIGN, 4",459,573.75
1808,"FRENCH BLUE METAL DOOR SIGN, 5",465,581.25
1809,"FRENCH BLUE METAL DOOR SIGN, 6",420,525.0
1810,"FRENCH BLUE METAL DOOR SIGN, 7",438,547.5
1811,"FRENCH BLUE METAL DOOR SIGN, 8",447,558.75
1812,"FRENCH BLUE METAL DOOR SIGN, 9",442,552.5
1813,"FRENCH BLUE METAL DOOR SIGN, No",337,421.25
1814,"FRENCH BOTTLE , LAVENDER",422,677.0999999999999
1815,"FRENCH BOTTLE, BRASSERIE DES ARTIST",282,446.09999999999997
1816,FRENCH CARRIAGE LANTERN,132,858.9000000000001
1817,FRENCH CHATEAU LARGE FRUIT BOWL ,269,621.75
1818,FRENCH CHATEAU LARGE PLATTER ,190,538.5
1819,FRENCH CHATEAU OVAL PLATTER,211,531.4499999999999
1820,FRENCH CHATEAU SMALL FRUITBOWL,429,646.65
1821,FRENCH EMROIDR LAVENDER SCENT HEART,320,672.0000000000001
1822,FRENCH ENAMEL CANDLEHOLDER,1845,3667.2900000000004
1823,FRENCH ENAMEL POT W LID,843,2083.9100000000003
1824,FRENCH ENAMEL SOAP DISH WITH LID,48,100.80000000000001
1825,FRENCH ENAMEL UTENSIL HOLDER,316,1130.6
1826,FRENCH ENAMEL WATER BASIN,536,1655.31
1827,FRENCH FLORAL CUSHION COVER ,978,1358.8999999999999
1828,FRENCH GARDEN SIGN BLUE METAL,1280,1577.34
1829,FRENCH KITCHEN SIGN BLUE METAL,2146,2599.91
1830,FRENCH LATTICE CUSHION COVER ,469,452.27
1831,FRENCH LAUNDRY SIGN BLUE METAL,1618,2599.4599999999996
1832,FRENCH LAVENDER SCENT HEART,972,861.3000000000001
1833,FRENCH PAISLEY CUSHION COVER,224,250.0
1834,FRENCH PAISLEY CUSHION COVER ,507,574.09
1835,FRENCH STYLE EMBOSSED HEART CABINET,45,968.8
1836,FRENCH STYLE STORAGE JAR BONBONS,2338,695.06
1837,FRENCH STYLE STORAGE JAR CAFE ,1982,819.4599999999999
1838,FRENCH STYLE STORAGE JAR JAM,317,114.85
1839,FRENCH STYLE WALL DRESSER,15,1740.0
1840,FRENCH STYLE WIRE DOOR CABINET ,1,29.95
1841,FRENCH TOILET SIGN BLUE METAL,2267,2741.48
1842,FRENCH WC SIGN BLUE METAL,4283,5136.36
1843,FRESHWATER PEARL BRACELET GOLD,27,68.85
1844,FRESHWATER PEARL BRACELET IVORY,35,89.25
1845,FRESHWATER PEARL BRACELET PINK,15,38.25
1846,FRIDGE MAGNETS LA VIE EN ROSE,1374,1121.1
1847,FRIDGE MAGNETS LES ENFANTS ASSORTED,1491,1204.9499999999998
1848,FRIDGE MAGNETS US DINER ASSORTED,1968,1592.6999999999998
1849,FROG CANDLE,928,719.62
1850,FROG KING WATERING CAN,187,467.65000000000003
1851,FROG SOCK PUPPET,168,483.6
1852,FROSTED BOX 9 WHITE T-LIGHT CANDLES,3699,1470.42
1853,FROSTED GLASS WITH SILVER SURROUND,9,14.85
1854,FROSTED WHITE BASE ,442,221.35
1855,FRUIT SALAD BAG CHARM,44,74.36
1856,FRUIT TREE AND BIRDS WALL PLAQUE,253,715.35
1857,FRYING PAN BLUE POLKADOT,142,510.5
1858,FRYING PAN BLUE POLKADOT ,266,1058.5
1859,FRYING PAN BLUE RETROSPOT,3,12.75
1860,FRYING PAN PINK POLKADOT,549,2094.29
1861,FRYING PAN PINK POLKADOT ,600,2483.0
1862,FRYING PAN PINK RETROSPOT,6,25.5
1863,FRYING PAN RED POLKADOT ,1153,4447.21
1864,FRYING PAN RED RETROSPOT,508,1834.5
1865,FRYING PAN UNION FLAG,2858,11283.86
1866,FULL ENGLISH BREAKFAST PLATE,2872,10321.92
1867,FUNKY DIVA PEN,10297,8672.109999999999
1868,FUNKY FLOWER COFFEE POT,1,3.75
1869,FUNKY FLOWER PICNIC BAG FOR 4,6,101.69999999999999
1870,FUNKY GIRL ADDRESS BOOK,271,128.21
1871,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,357,232.05
1872,FUNKY GIRLZ MAGNETIC TO DO LIST ,8,5.2
1873,FUNKY MONKEY CUSHION COVER,324,275.4
1874,FUNKY MONKEY GIFT BAG MEDIUM,1578,425.16
1875,FUNKY MONKEY GIFT BAG SMALL,1274,121.85999999999999
1876,FUNKY MONKEY MUG,710,697.9
1877,FUNKY WASHING UP GLOVES ASSORTED,2736,5652.120000000001
1878,FUSCHIA FLOWER PURSE WITH BEADS,200,206.26
1879,FUSCHIA RETRO BAR STOOL,44,1657.8000000000002
1880,FUSCHIA TABLE RUN FLOWER ,29,46.25
1881,FUSCHIA VOILE POINTY SHOE DEC,103,62.01
1882,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,77,497.15
1883,GAOLERS KEYS DECORATIVE GARDEN ,2670,8980.54
1884,GARAGE KEY FOB,730,489.20000000000005
1885,GARDEN METAL SIGN ,2374,3609.8999999999996
1886,GARDEN PATH JOURNAL,926,1721.56
1887,GARDEN PATH NOTEBOOK ,3595,891.75
1888,GARDEN PATH POCKET BOOK,5484,1270.2
1889,GARDEN PATH SKETCHBOOK,475,1345.98
1890,GARDENERS KNEELING PAD,5363,6329.83
1891,GARDENERS KNEELING PAD CUP OF TEA ,6285,9933.689999999999
1892,GARDENERS KNEELING PAD KEEP CALM ,7722,12463.779999999999
1893,GARDENIA 1 WICK MORRIS BOXED CANDLE,605,2293.17
1894,GARDENIA 3 WICK MORRIS BOXED CANDLE,613,2112.17
1895,"GARLAND , WOODEN  "" HAPPY EASTER""",103,128.75
1896,GARLAND WITH HEARTS AND BELLS,597,2913.15
1897,GARLAND WITH STARS AND BELLS,484,2345.4
1898,GARLAND WOODEN HAPPY EASTER,3703,4354.31
1899,"GARLAND, MAGIC GARDEN 1.8M",610,1146.3
1900,"GARLAND, VINTAGE BELLS",92,265.88
1901,GEISHA GIRL CHOPSTICKS SET/5,117,228.15
1902,GEMSTONE CHANDELIER T-LIGHT HOLDER,78,347.70000000000005
1903,GENTLEMAN SHIRT REPAIR KIT ,2923,2356.6299999999997
1904,GEORGIAN TRINKET BOX,141,1681.5
1905,GERANIUM FOLKART HEART DECORATION,47,58.75
1906,GERANIUM SQUARE HANDY TIN,41,51.25
1907,GIANT 50'S CHRISTMAS CRACKER,2628,6907.52
1908,GIANT BLACK SUNGLASSES,84,163.79999999999998
1909,GIANT MEDINA STAMPED METAL BOWL ,228,2164.2
1910,GIANT PINK HEART MEMO HOLDER,112,442.40000000000003
1911,GIANT SEVENTEEN DRAWER SIDEBOARD,8,1240.0
1912,GIFT BAG BIRTHDAY,1172,761.98
1913,GIFT BAG LARGE 50'S CHRISTMAS,24,30.0
1914,GIFT BAG LARGE SPOT ,96,120.0
1915,GIFT BAG LARGE VINTAGE CHRISTMAS,148,185.0
1916,GIFT BAG PSYCHEDELIC APPLES,1300,845.3600000000001
1917,GIN & TONIC DIET GREETING CARD ,7017,2868.66
1918,GIN + TONIC DIET METAL SIGN,19755,40940.78
1919,GIN AND TONIC DIET METAL SIGN,474,1118.46
1920,GIN AND TONIC MUG,6122,7509.76
1921,GINGERBREAD MAN COOKIE CUTTER,7946,9497.91
1922,GINGHAM BABUSHKA DOORSTOP,270,623.86
1923,GINGHAM HEART  DOORSTOP RED,1943,7146.39
1924,GINGHAM HEART DECORATION,6247,5680.929999999999
1925,GINGHAM HEART WREATH,224,644.8000000000001
1926,GINGHAM OVEN GLOVE RED HEART ,225,843.75
1927,GINGHAM RECIPE BOOK BOX,409,1966.95
1928,GINGHAM ROSE WRAP,3515,1444.3
1929,GIRAFFE WOODEN RULER,3708,6816.84
1930,GIRLS ALPHABET IRON ON PATCHES ,33217,6399.57
1931,GIRLS VINTAGE TIN SEASIDE BUCKET,3229,7566.87
1932,GIRLY PINK TOOL SET,280,1302.0
1933,GLAMOROUS  MUG,5032,4993.0
1934,GLASS  BEURRE DISH,2007,7590.450000000001
1935,GLASS  SONGBIRD STORAGE JAR,165,1965.3
1936,GLASS AND BEADS BRACELET IVORY,13,48.75
1937,GLASS AND PAINTED BEADS BRACELET OL,10,37.5
1938,GLASS AND PAINTED BEADS BRACELET TO,18,67.5
